company_id,industry_code,region,size_class,annual_revenue_msek
3944,68,Stockholm,medium,11.7
3945,77,Västra Götaland,small,26.4
3946,69,Övriga,small,7.1
3947,72,Övriga,small,11.3
3948,45,Västra Götaland,medium,24.3
3949,43,Skåne,small,9.5
3950,52,Övriga,small,5.0
3951,43,Övriga,large,66.3
3952,52,Stockholm,small,38.6
3953,63,Övriga,small,20.4
3954,78,Västra Götaland,small,10.1
3955,52,Västra Götaland,large,27.1
3956,68,Västra Götaland,small,23.3
3957,46,Västra Götaland,small,18.7
3958,70,Övriga,small,9.5
3959,46,Västra Götaland,medium,16.7
3960,70,Övriga,medium,29.2
3961,47,Stockholm,small,11.0
3962,46,Övriga,small,22.4
3963,62,Övriga,medium,22.7
3964,77,Skåne,small,5.1
3965,42,Skåne,large,92.6
3966,41,Skåne,small,24.6
3967,52,Övriga,medium,18.1
3968,68,Övriga,small,7.9
3969,69,Stockholm,medium,10.5
3970,69,Övriga,small,22.5
3971,49,Västra Götaland,small,9.0
3972,70,Stockholm,small,11.1
3973,52,Övriga,small,8.8
3974,62,Västra Götaland,small,6.6
3975,49,Övriga,small,7.7
3976,72,Stockholm,medium,16.0
3977,42,Stockholm,small,20.6
3978,69,Västra Götaland,medium,16.3
3979,41,Stockholm,small,2.3
3980,52,Övriga,small,4.3
3981,46,Stockholm,small,5.8
3982,72,Västra Götaland,large,96.0
3983,41,Stockholm,medium,13.3
3984,41,Stockholm,small,4.7
3985,63,Övriga,medium,20.8
3986,63,Stockholm,small,22.3
3987,72,Skåne,small,19.2
3988,78,Övriga,small,12.9
3989,47,Skåne,small,6.2
3990,43,Övriga,small,20.1
3991,70,Stockholm,medium,13.8
3992,77,Stockholm,small,3.5
3993,52,Övriga,medium,22.6
3994,72,Övriga,small,32.6
3995,78,Skåne,small,6.0
3996,78,Skåne,medium,27.7
3997,70,Västra Götaland,medium,16.2
3998,78,Stockholm,large,54.3
3999,47,Övriga,small,7.7
4000,78,Skåne,medium,30.3
4001,77,Västra Götaland,medium,12.4
4002,71,Övriga,small,7.0
4003,70,Stockholm,small,4.7
4004,47,Stockholm,small,28.6
4005,43,Övriga,small,14.5
4006,71,Övriga,small,18.7
4007,71,Västra Götaland,large,56.4
4008,72,Stockholm,small,4.3
4009,52,Stockholm,medium,14.1
4010,72,Skåne,medium,23.2
4011,70,Västra Götaland,small,10.1
4012,78,Övriga,small,12.3
4013,43,Övriga,small,10.6
4014,47,Övriga,medium,34.6
4015,46,Västra Götaland,large,62.1
4016,78,Övriga,small,4.5
4017,42,Västra Götaland,medium,37.9
4018,72,Stockholm,small,17.2
4019,46,Stockholm,medium,54.9
4020,47,Västra Götaland,small,9.7
4021,47,Övriga,small,5.1
4022,45,Stockholm,small,3.0
4023,78,Stockholm,small,13.0
4024,71,Övriga,small,39.3
4025,71,Stockholm,medium,20.3
4026,70,Övriga,small,4.9
4027,49,Stockholm,small,10.0
4028,69,Stockholm,small,17.6
4029,72,Övriga,medium,23.0
4030,68,Stockholm,medium,14.6
4031,72,Skåne,medium,13.1
4032,69,Stockholm,small,4.2
4033,43,Stockholm,small,6.8
4034,78,Stockholm,medium,27.5
4035,43,Stockholm,small,5.4
4036,45,Stockholm,small,16.3
4037,43,Övriga,small,20.0
4038,77,Västra Götaland,medium,16.6
4039,69,Stockholm,medium,45.4
4040,52,Västra Götaland,medium,11.8
4041,78,Övriga,small,9.9
4042,49,Övriga,small,5.4
4043,68,Övriga,large,28.0
4044,41,Övriga,small,6.9
4045,43,Stockholm,small,6.2
4046,45,Västra Götaland,small,5.0
4047,70,Skåne,small,8.5
4048,47,Skåne,small,12.7
4049,71,Västra Götaland,small,12.1
4050,46,Västra Götaland,small,9.0
4051,77,Övriga,small,9.3
4052,72,Övriga,medium,31.3
4053,72,Västra Götaland,small,8.6
4054,45,Övriga,small,4.1
4055,52,Stockholm,medium,14.8
4056,77,Stockholm,large,23.0
4057,77,Västra Götaland,small,9.9
4058,45,Västra Götaland,medium,16.3
4059,70,Stockholm,small,6.4
4060,70,Övriga,small,4.0
4061,42,Västra Götaland,small,11.3
4062,43,Skåne,small,6.3
4063,52,Stockholm,medium,32.1
4064,72,Stockholm,small,10.3
4065,68,Övriga,small,15.0
4066,62,Skåne,medium,17.5
4067,49,Övriga,small,5.1
4068,70,Övriga,medium,19.0
4069,42,Västra Götaland,medium,16.3
4070,52,Stockholm,small,9.5
4071,49,Övriga,large,119.8
4072,69,Övriga,small,3.0
4073,49,Skåne,small,22.6
4074,63,Övriga,small,4.0
4075,77,Övriga,small,6.6
4076,43,Västra Götaland,small,20.1
4077,63,Skåne,small,7.8
4078,47,Övriga,small,4.4
4079,46,Skåne,small,13.8
4080,49,Stockholm,medium,59.9
4081,42,Stockholm,medium,18.0
4082,68,Stockholm,medium,25.2
4083,70,Stockholm,medium,22.2
4084,46,Övriga,small,13.7
4085,47,Stockholm,small,6.2
4086,71,Stockholm,small,6.6
4087,69,Stockholm,medium,27.4
4088,45,Skåne,small,7.0
4089,47,Västra Götaland,small,8.0
4090,63,Stockholm,large,46.0
4091,72,Stockholm,medium,18.0
4092,52,Stockholm,small,2.9
4093,62,Västra Götaland,small,8.1
4094,46,Stockholm,large,153.7
4095,63,Övriga,small,26.3
4096,47,Västra Götaland,small,5.3
4097,77,Stockholm,small,6.4
4098,43,Övriga,small,4.4
4099,63,Stockholm,medium,22.2
4100,68,Skåne,small,13.0
4101,68,Stockholm,small,18.6
4102,78,Skåne,small,18.3
4103,45,Övriga,small,4.3
4104,45,Övriga,small,12.2
4105,78,Stockholm,medium,29.9
4106,62,Stockholm,small,21.3
4107,46,Västra Götaland,small,12.3
4108,47,Övriga,medium,15.9
4109,43,Övriga,small,12.0
4110,41,Stockholm,small,6.8
4111,77,Stockholm,medium,42.3
4112,68,Västra Götaland,small,10.3
4113,70,Stockholm,small,18.9
4114,63,Stockholm,small,11.0
4115,43,Stockholm,large,123.6
4116,62,Skåne,small,4.3
4117,69,Övriga,small,6.9
4118,71,Övriga,small,18.6
4119,41,Västra Götaland,small,11.0
4120,78,Skåne,small,9.7
4121,62,Övriga,small,6.5
4122,62,Stockholm,small,18.4
4123,63,Skåne,small,24.5
4124,72,Västra Götaland,small,19.3
4125,46,Stockholm,small,21.4
4126,72,Västra Götaland,small,7.3
4127,42,Stockholm,small,6.7
4128,70,Skåne,medium,44.4
4129,77,Stockholm,large,135.0
4130,72,Stockholm,small,8.2
4131,63,Stockholm,small,9.2
4132,71,Övriga,small,21.3
4133,63,Västra Götaland,small,18.2
4134,71,Skåne,small,12.5
4135,62,Skåne,small,3.8
4136,71,Västra Götaland,medium,33.2
4137,43,Stockholm,small,3.3
4138,77,Övriga,small,10.4
4139,42,Stockholm,medium,25.4
4140,63,Stockholm,medium,5.5
4141,43,Övriga,small,15.3
4142,68,Stockholm,small,8.6
4143,68,Stockholm,small,28.5
4144,70,Västra Götaland,small,4.7
4145,49,Västra Götaland,small,4.4
4146,78,Övriga,small,6.1
4147,42,Skåne,small,5.9
4148,69,Skåne,medium,30.3
4149,63,Övriga,medium,20.2
4150,68,Stockholm,small,12.4
4151,77,Stockholm,small,7.0
4152,78,Västra Götaland,small,3.6
4153,43,Stockholm,small,15.4
4154,77,Övriga,small,3.1
4155,47,Övriga,medium,21.7
4156,69,Stockholm,medium,9.5
4157,68,Stockholm,medium,31.4
4158,72,Stockholm,medium,11.9
4159,72,Stockholm,large,49.8
4160,77,Stockholm,small,4.7
4161,63,Västra Götaland,large,32.3
4162,69,Övriga,small,3.4
4163,70,Övriga,small,10.2
4164,45,Stockholm,small,10.1
4165,49,Västra Götaland,large,40.9
4166,42,Västra Götaland,small,28.5
4167,72,Övriga,small,15.6
4168,52,Övriga,small,21.4
4169,49,Övriga,small,10.7
4170,72,Västra Götaland,small,5.0
4171,71,Skåne,medium,26.0
4172,52,Stockholm,large,54.5
4173,69,Skåne,medium,38.6
4174,70,Stockholm,small,9.7
4175,68,Västra Götaland,small,12.9
4176,78,Skåne,small,13.8
4177,78,Stockholm,small,6.8
4178,45,Stockholm,small,12.1
4179,52,Stockholm,medium,19.4
4180,46,Stockholm,small,5.2
4181,77,Stockholm,medium,45.1
4182,45,Stockholm,large,22.9
4183,72,Stockholm,small,4.8
4184,69,Stockholm,large,53.8
4185,46,Övriga,medium,16.9
4186,77,Stockholm,small,4.6
4187,71,Stockholm,small,9.2
4188,63,Västra Götaland,small,4.5
4189,49,Övriga,small,7.0
4190,70,Skåne,small,15.5
4191,46,Stockholm,small,4.9
4192,43,Skåne,small,6.7
4193,72,Övriga,small,9.4
4194,45,Övriga,small,10.5
4195,72,Skåne,small,6.7
4196,71,Övriga,small,14.5
4197,70,Övriga,small,12.9
4198,63,Skåne,small,17.9
4199,46,Västra Götaland,medium,33.1
4200,47,Skåne,small,8.6
4201,45,Övriga,small,6.6
4202,42,Stockholm,small,6.0
4203,77,Övriga,small,10.9
4204,46,Stockholm,small,7.2
4205,45,Västra Götaland,small,6.4
4206,70,Övriga,medium,12.8
4207,42,Stockholm,medium,41.1
4208,70,Västra Götaland,small,6.9
4209,68,Stockholm,medium,38.0
4210,45,Västra Götaland,small,6.0
4211,72,Stockholm,large,60.9
4212,45,Västra Götaland,small,10.2
4213,62,Västra Götaland,small,3.9
4214,49,Övriga,small,10.8
4215,47,Övriga,small,13.5
4216,47,Stockholm,medium,31.0
4217,72,Övriga,small,6.4
4218,72,Stockholm,small,28.6
4219,62,Stockholm,small,9.1
4220,45,Stockholm,small,3.5
4221,46,Övriga,small,7.6
4222,68,Övriga,large,37.2
4223,46,Stockholm,medium,20.2
4224,45,Stockholm,small,9.4
4225,69,Stockholm,small,11.8
4226,42,Västra Götaland,small,7.7
4227,70,Skåne,medium,12.2
4228,63,Stockholm,large,41.8
4229,62,Övriga,small,4.9
4230,63,Stockholm,medium,20.2
4231,49,Övriga,small,4.7
4232,45,Skåne,small,6.1
4233,63,Västra Götaland,large,60.4
4234,43,Övriga,small,6.5
4235,42,Övriga,small,4.6
4236,63,Stockholm,medium,42.7
4237,42,Stockholm,small,5.8
4238,42,Övriga,small,13.4
4239,78,Stockholm,large,78.3
4240,77,Stockholm,medium,26.2
4241,77,Västra Götaland,medium,11.3
4242,71,Övriga,small,24.3
4243,49,Övriga,small,14.2
4244,68,Övriga,large,44.7
4245,41,Västra Götaland,small,19.8
4246,68,Stockholm,small,16.2
4247,45,Skåne,small,14.9
4248,49,Övriga,small,7.4
4249,72,Stockholm,small,9.8
4250,69,Stockholm,medium,14.0
4251,78,Stockholm,large,76.1
4252,41,Skåne,small,7.0
4253,68,Övriga,medium,45.9
4254,41,Skåne,medium,31.3
4255,72,Övriga,medium,13.2
4256,63,Stockholm,small,7.9
4257,49,Övriga,small,9.4
4258,42,Övriga,small,13.8
4259,63,Stockholm,small,11.6
4260,45,Övriga,small,8.2
4261,69,Stockholm,small,9.3
4262,68,Övriga,small,11.7
4263,52,Övriga,small,13.5
4264,68,Övriga,small,3.6
4265,68,Skåne,small,4.7
4266,70,Stockholm,medium,10.1
4267,43,Västra Götaland,small,17.5
4268,69,Västra Götaland,medium,17.9
4269,43,Övriga,large,70.9
4270,63,Övriga,medium,9.7
4271,78,Övriga,medium,22.7
4272,42,Stockholm,large,68.1
4273,78,Övriga,small,8.7
4274,77,Övriga,large,49.7
4275,42,Övriga,medium,83.6
4276,47,Stockholm,medium,11.0
4277,63,Stockholm,small,7.0
4278,63,Stockholm,small,7.7
4279,52,Skåne,medium,22.4
4280,41,Skåne,small,7.7
4281,70,Övriga,medium,47.3
4282,62,Västra Götaland,small,12.6
4283,63,Stockholm,small,4.6
4284,72,Skåne,small,9.2
4285,46,Övriga,small,10.5
4286,77,Övriga,small,11.4
4287,70,Övriga,small,10.3
4288,68,Västra Götaland,small,12.3
4289,62,Skåne,small,6.4
4290,77,Övriga,small,5.1
4291,42,Västra Götaland,large,36.6
4292,42,Stockholm,medium,35.7
4293,69,Stockholm,medium,22.8
4294,52,Stockholm,small,39.4
4295,62,Övriga,small,7.5
4296,69,Stockholm,small,8.1
4297,62,Stockholm,large,143.1
4298,63,Stockholm,medium,22.8
4299,42,Skåne,small,13.6
4300,77,Västra Götaland,medium,13.8
4301,49,Skåne,small,23.5
4302,42,Stockholm,small,6.5
4303,41,Stockholm,medium,21.5
4304,45,Västra Götaland,small,5.0
4305,42,Stockholm,small,4.3
4306,71,Stockholm,medium,27.7
4307,42,Stockholm,small,23.5
4308,72,Övriga,small,4.8
4309,69,Skåne,large,88.6
4310,46,Stockholm,small,8.9
4311,49,Stockholm,small,5.0
4312,63,Övriga,small,3.8
4313,71,Skåne,small,7.6
4314,71,Västra Götaland,small,5.1
4315,46,Övriga,small,6.0
4316,71,Övriga,small,30.1
4317,42,Övriga,small,11.6
4318,69,Västra Götaland,medium,42.6
4319,47,Västra Götaland,medium,18.0
4320,45,Stockholm,medium,22.3
4321,70,Övriga,small,15.8
4322,45,Skåne,small,14.8
4323,71,Stockholm,medium,15.3
4324,77,Övriga,small,8.5
4325,45,Övriga,small,6.9
4326,41,Övriga,medium,27.5
4327,70,Övriga,small,10.5
4328,45,Övriga,small,10.0
4329,47,Stockholm,medium,36.3
4330,43,Övriga,large,104.9
4331,70,Övriga,small,6.4
4332,77,Stockholm,small,9.8
4333,46,Stockholm,small,5.9
4334,45,Övriga,medium,33.6
4335,52,Stockholm,small,8.1
4336,71,Övriga,small,7.4
4337,49,Stockholm,large,64.2
4338,71,Stockholm,small,4.2
4339,47,Västra Götaland,large,61.9
4340,69,Stockholm,large,83.2
4341,77,Skåne,small,2.2
4342,78,Skåne,medium,13.7
4343,70,Stockholm,small,5.1
4344,71,Stockholm,medium,26.4
4345,49,Västra Götaland,medium,17.5
4346,71,Stockholm,small,26.6
4347,72,Övriga,medium,40.7
4348,69,Västra Götaland,medium,22.6
4349,78,Stockholm,small,7.5
4350,62,Västra Götaland,small,14.4
4351,72,Stockholm,small,2.5
4352,69,Stockholm,small,4.9
4353,42,Stockholm,large,29.2
4354,46,Övriga,medium,11.5
4355,70,Övriga,small,4.0
4356,52,Övriga,small,8.0
4357,71,Stockholm,small,38.6
4358,72,Stockholm,small,11.9
4359,68,Västra Götaland,small,25.0
4360,41,Övriga,small,7.7
4361,43,Övriga,small,20.5
4362,78,Stockholm,large,40.4
4363,71,Stockholm,small,31.3
4364,52,Skåne,small,8.5
4365,70,Övriga,small,6.5
4366,43,Övriga,large,46.6
4367,46,Skåne,medium,22.0
4368,62,Övriga,medium,30.9
4369,47,Västra Götaland,small,4.1
4370,42,Övriga,small,7.5
4371,70,Övriga,small,9.5
4372,46,Övriga,small,30.5
4373,52,Stockholm,medium,27.7
4374,41,Stockholm,large,54.4
4375,69,Västra Götaland,small,4.1
4376,68,Västra Götaland,small,9.4
4377,49,Övriga,medium,19.0
4378,72,Stockholm,small,3.0
4379,68,Stockholm,small,7.0
4380,77,Övriga,medium,18.3
4381,43,Stockholm,small,10.9
4382,71,Stockholm,medium,15.0
4383,43,Västra Götaland,small,12.3
4384,41,Skåne,medium,20.1
4385,72,Stockholm,medium,16.0
4386,41,Övriga,medium,39.8
4387,78,Västra Götaland,small,12.9
4388,42,Övriga,small,11.5
4389,47,Västra Götaland,small,12.8
4390,52,Stockholm,small,9.3
4391,77,Stockholm,medium,15.6
4392,41,Stockholm,small,4.8
4393,43,Västra Götaland,medium,26.1
4394,43,Stockholm,small,3.0
4395,46,Västra Götaland,small,6.5
4396,69,Skåne,medium,25.2
4397,69,Stockholm,small,8.3
4398,70,Stockholm,medium,39.4
4399,62,Övriga,small,19.2
4400,49,Övriga,large,44.9
4401,45,Stockholm,small,8.5
4402,47,Stockholm,medium,42.3
4403,70,Övriga,small,8.0
4404,68,Stockholm,small,11.4
4405,70,Övriga,large,77.5
4406,70,Stockholm,medium,34.7
4407,72,Övriga,small,7.7
4408,70,Stockholm,small,14.7
4409,68,Övriga,small,29.6
4410,52,Stockholm,small,33.6
4411,52,Skåne,medium,29.3
4412,63,Stockholm,small,9.6
4413,77,Stockholm,small,11.0
4414,68,Övriga,medium,14.5
4415,70,Västra Götaland,small,23.3
4416,62,Övriga,medium,14.4
4417,77,Västra Götaland,large,69.2
4418,49,Övriga,small,8.2
4419,69,Västra Götaland,medium,16.1
4420,72,Övriga,small,13.6
4421,71,Övriga,small,4.6
4422,68,Stockholm,small,7.5
4423,63,Övriga,small,18.1
4424,68,Övriga,small,5.9
4425,47,Stockholm,small,8.4
4426,42,Skåne,medium,35.7
4427,68,Stockholm,medium,25.4
4428,47,Övriga,large,124.8
4429,71,Stockholm,small,3.5
4430,47,Stockholm,small,30.1
4431,78,Västra Götaland,small,19.3
4432,63,Skåne,small,10.1
4433,41,Övriga,small,12.2
4434,43,Övriga,medium,37.9
4435,52,Västra Götaland,small,11.4
4436,52,Stockholm,small,20.7
4437,72,Övriga,small,6.6
4438,49,Skåne,small,14.0
4439,68,Västra Götaland,small,17.2
4440,49,Stockholm,small,18.7
4441,45,Västra Götaland,medium,40.5
4442,69,Stockholm,small,2.3
4443,47,Övriga,medium,17.1
4444,71,Västra Götaland,small,6.3
4445,69,Övriga,small,4.9
4446,68,Västra Götaland,medium,24.9
4447,46,Stockholm,small,9.9
4448,71,Övriga,small,2.7
4449,77,Skåne,medium,24.4
4450,70,Stockholm,small,2.6
4451,45,Skåne,small,33.2
4452,68,Västra Götaland,medium,20.8
4453,78,Övriga,medium,18.8
4454,49,Västra Götaland,small,13.1
4455,71,Övriga,small,9.7
4456,68,Stockholm,medium,44.4
4457,62,Västra Götaland,small,11.2
4458,70,Övriga,small,9.9
4459,68,Övriga,small,16.4
4460,72,Stockholm,large,203.0
4461,41,Stockholm,small,6.2
4462,45,Stockholm,medium,25.2
4463,71,Skåne,small,10.1
4464,71,Övriga,small,10.3
4465,43,Övriga,medium,24.7
4466,78,Västra Götaland,large,37.8
4467,43,Övriga,small,4.8
4468,77,Västra Götaland,small,19.4
4469,71,Stockholm,large,71.3
4470,70,Skåne,medium,16.4
4471,72,Övriga,small,6.9
4472,71,Övriga,small,16.6
4473,47,Skåne,medium,34.4
4474,63,Skåne,medium,14.8
4475,72,Övriga,large,71.2
4476,47,Västra Götaland,small,9.7
4477,63,Stockholm,small,24.1
4478,49,Övriga,small,4.8
4479,78,Övriga,small,4.7
4480,78,Stockholm,small,5.2
4481,62,Västra Götaland,small,9.8
4482,63,Västra Götaland,small,22.8
4483,63,Stockholm,small,23.5
4484,49,Övriga,medium,30.8
4485,77,Västra Götaland,medium,31.2
4486,47,Övriga,small,2.3
4487,41,Stockholm,small,10.5
4488,41,Västra Götaland,small,1.3
4489,69,Stockholm,medium,20.0
4490,42,Övriga,small,14.5
4491,45,Skåne,medium,28.8
4492,78,Skåne,small,17.7
4493,45,Stockholm,small,8.8
4494,68,Stockholm,medium,26.9
4495,45,Stockholm,small,9.5
4496,41,Stockholm,small,9.4
4497,49,Skåne,small,5.6
4498,62,Skåne,small,11.7
4499,43,Skåne,small,7.9
4500,52,Västra Götaland,small,15.8
4501,45,Stockholm,medium,24.1
4502,68,Stockholm,medium,24.7
4503,71,Stockholm,medium,25.3
4504,77,Övriga,small,8.4
4505,43,Skåne,small,5.4
4506,72,Stockholm,small,3.6
4507,45,Stockholm,small,2.9
4508,46,Övriga,small,19.8
4509,78,Övriga,large,66.3
4510,49,Skåne,small,6.9
4511,77,Västra Götaland,large,40.9
4512,71,Stockholm,small,11.1
4513,77,Övriga,small,26.3
4514,49,Övriga,small,6.4
4515,62,Stockholm,small,6.2
4516,45,Övriga,small,8.3
4517,68,Övriga,medium,26.2
4518,42,Stockholm,medium,25.3
4519,69,Västra Götaland,medium,14.1
4520,69,Stockholm,small,9.2
4521,45,Stockholm,large,44.1
4522,49,Övriga,medium,22.7
4523,41,Stockholm,small,28.0
4524,70,Övriga,medium,28.0
4525,47,Övriga,small,23.1
4526,47,Stockholm,small,13.1
4527,69,Västra Götaland,small,21.5
4528,52,Övriga,small,8.1
4529,46,Övriga,small,10.8
4530,46,Övriga,small,7.5
4531,63,Stockholm,medium,25.8
4532,41,Västra Götaland,large,74.3
4533,63,Skåne,large,43.6
4534,46,Övriga,small,4.2
4535,69,Stockholm,small,18.6
4536,49,Övriga,small,12.4
4537,62,Stockholm,medium,39.5
4538,69,Övriga,small,9.1
4539,41,Skåne,small,9.0
4540,68,Västra Götaland,medium,33.4
4541,72,Skåne,small,3.7
4542,42,Stockholm,small,5.0
4543,49,Stockholm,medium,15.9
4544,69,Stockholm,small,11.0
4545,43,Stockholm,small,6.6
4546,49,Stockholm,small,7.9
4547,68,Övriga,small,8.5
4548,69,Skåne,small,6.0
4549,47,Stockholm,medium,22.6
4550,46,Övriga,small,5.0
4551,41,Skåne,medium,21.0
4552,69,Övriga,small,3.4
4553,68,Skåne,small,8.3
4554,45,Stockholm,medium,24.5
4555,45,Västra Götaland,medium,24.5
4556,78,Skåne,small,13.1
4557,42,Stockholm,large,71.6
4558,42,Stockholm,small,3.4
4559,69,Stockholm,small,8.9
4560,47,Stockholm,medium,33.3
4561,63,Västra Götaland,small,10.7
4562,77,Västra Götaland,small,5.0
4563,71,Stockholm,small,21.2
4564,49,Skåne,small,7.2
4565,78,Skåne,small,8.5
4566,62,Stockholm,small,8.2
4567,70,Stockholm,small,3.1
4568,46,Stockholm,small,16.5
4569,46,Västra Götaland,small,5.1
4570,63,Stockholm,small,7.8
4571,63,Västra Götaland,small,12.9
4572,49,Skåne,large,59.7
4573,72,Västra Götaland,medium,26.8
4574,49,Stockholm,medium,45.4
4575,72,Stockholm,small,21.7
4576,43,Skåne,small,4.7
4577,63,Övriga,small,6.9
4578,72,Övriga,medium,27.7
4579,43,Skåne,small,20.7
4580,47,Västra Götaland,medium,16.2
4581,69,Västra Götaland,large,71.1
4582,72,Övriga,small,11.9
4583,47,Stockholm,small,13.5
4584,70,Övriga,small,4.8
4585,43,Skåne,small,7.2
4586,52,Skåne,small,8.2
4587,52,Stockholm,medium,19.4
4588,72,Skåne,small,5.4
4589,45,Västra Götaland,small,3.3
4590,43,Stockholm,small,6.6
4591,70,Stockholm,large,43.4
4592,52,Övriga,medium,33.2
4593,77,Västra Götaland,large,71.6
4594,70,Västra Götaland,large,44.9
4595,43,Stockholm,small,20.3
4596,77,Övriga,small,9.4
4597,62,Övriga,small,20.6
4598,71,Skåne,small,10.0
4599,70,Västra Götaland,medium,10.9
4600,49,Västra Götaland,small,5.7
4601,72,Skåne,small,19.4
4602,49,Stockholm,small,10.3
4603,47,Övriga,small,16.1
4604,42,Skåne,medium,12.5
4605,62,Stockholm,small,4.8
4606,78,Västra Götaland,medium,24.7
4607,46,Övriga,small,16.8
4608,69,Stockholm,small,17.1
4609,41,Stockholm,medium,39.5
4610,63,Skåne,large,71.7
4611,68,Stockholm,small,10.7
4612,77,Övriga,small,5.6
4613,71,Stockholm,small,8.8
4614,52,Övriga,small,13.0
4615,78,Stockholm,medium,47.2
4616,69,Stockholm,small,10.4
4617,78,Övriga,medium,22.0
4618,71,Skåne,medium,41.7
4619,77,Västra Götaland,small,12.9
4620,71,Stockholm,small,16.6
4621,62,Skåne,small,6.1
4622,45,Västra Götaland,small,4.5
4623,68,Övriga,small,8.8
4624,47,Övriga,small,7.4
4625,72,Skåne,medium,25.4
4626,46,Västra Götaland,small,14.5
4627,68,Västra Götaland,medium,11.4
4628,70,Skåne,small,4.7
4629,68,Stockholm,medium,24.4
4630,71,Stockholm,large,121.8
4631,72,Stockholm,small,16.6
4632,62,Stockholm,medium,18.0
4633,52,Stockholm,small,20.3
4634,41,Västra Götaland,medium,38.8
4635,45,Övriga,medium,24.2
4636,71,Västra Götaland,small,9.0
4637,42,Stockholm,small,9.4
4638,77,Stockholm,small,5.7
4639,43,Skåne,small,6.5
4640,52,Stockholm,large,75.0
4641,47,Skåne,medium,12.9
4642,77,Övriga,small,7.1
4643,77,Stockholm,medium,11.6
4644,49,Stockholm,medium,24.3
4645,70,Västra Götaland,small,21.5
4646,70,Övriga,small,8.6
4647,46,Övriga,small,4.1
4648,72,Övriga,medium,7.3
4649,42,Stockholm,medium,18.9
4650,63,Övriga,small,10.5
4651,70,Stockholm,small,14.8
4652,72,Stockholm,medium,27.5
4653,69,Övriga,large,77.1
4654,72,Övriga,medium,14.5
4655,70,Stockholm,small,8.9
4656,72,Stockholm,small,21.8
4657,68,Stockholm,small,14.4
4658,43,Stockholm,small,4.8
4659,49,Stockholm,medium,40.3
4660,71,Övriga,small,6.5
4661,71,Skåne,medium,44.5
4662,70,Övriga,small,10.3
4663,69,Övriga,medium,14.8
4664,62,Västra Götaland,small,3.3
4665,41,Övriga,small,11.0
4666,68,Skåne,small,3.1
4667,69,Stockholm,small,16.7
4668,41,Skåne,large,96.3
4669,78,Västra Götaland,small,15.6
4670,46,Övriga,small,12.2
4671,43,Övriga,medium,21.1
4672,42,Västra Götaland,medium,40.3
4673,43,Övriga,small,6.0
4674,52,Stockholm,large,35.5
4675,77,Övriga,small,10.0
4676,47,Västra Götaland,small,6.6
4677,70,Stockholm,small,4.9
4678,77,Västra Götaland,small,7.4
4679,77,Skåne,small,13.7
4680,43,Stockholm,small,9.3
4681,70,Övriga,small,21.6
4682,71,Stockholm,medium,24.5
4683,52,Övriga,small,14.3
4684,69,Övriga,large,144.5
4685,52,Stockholm,medium,12.2
4686,62,Västra Götaland,small,13.4
4687,41,Övriga,small,3.4
4688,47,Skåne,small,7.6
4689,68,Skåne,medium,22.8
4690,68,Västra Götaland,small,4.8
4691,70,Västra Götaland,small,8.1
4692,68,Övriga,large,41.5
4693,72,Stockholm,small,6.0
4694,41,Västra Götaland,small,7.2
4695,49,Stockholm,small,17.1
4696,70,Övriga,medium,16.0
4697,69,Övriga,medium,42.7
4698,72,Stockholm,small,12.0
4699,52,Stockholm,small,16.5
4700,63,Stockholm,medium,33.2
4701,49,Västra Götaland,medium,21.0
4702,77,Västra Götaland,medium,26.3
4703,47,Övriga,small,3.5
4704,62,Västra Götaland,large,99.1
4705,70,Stockholm,small,9.3
4706,52,Övriga,small,16.1
4707,77,Västra Götaland,medium,12.8
4708,70,Skåne,small,22.3
4709,70,Stockholm,medium,16.8
4710,78,Västra Götaland,small,3.6
4711,46,Övriga,medium,53.3
4712,78,Skåne,small,7.3
4713,62,Stockholm,medium,25.2
4714,42,Skåne,small,16.8
4715,62,Övriga,small,8.0
4716,47,Stockholm,medium,39.1
4717,68,Västra Götaland,small,5.2
4718,47,Övriga,small,3.6
4719,47,Stockholm,small,5.1
4720,70,Övriga,medium,27.6
4721,68,Skåne,small,3.3
4722,71,Skåne,small,9.3
4723,42,Västra Götaland,small,15.5
4724,52,Stockholm,large,93.3
4725,43,Skåne,small,4.2
4726,43,Stockholm,small,10.5
4727,41,Västra Götaland,medium,47.3
4728,78,Stockholm,medium,9.0
4729,70,Stockholm,small,15.0
4730,43,Övriga,large,44.4
4731,41,Västra Götaland,small,9.0
4732,45,Övriga,small,3.4
4733,70,Stockholm,small,11.4
4734,78,Skåne,medium,22.3
4735,68,Stockholm,small,8.7
4736,42,Övriga,small,8.2
4737,77,Övriga,small,6.5
4738,42,Stockholm,medium,55.8
4739,77,Övriga,small,9.5
4740,62,Stockholm,small,12.3
4741,41,Skåne,small,37.9
4742,63,Övriga,medium,39.6
4743,41,Övriga,medium,47.6
4744,42,Övriga,small,9.7
4745,77,Stockholm,medium,24.4
4746,69,Stockholm,small,22.3
4747,52,Stockholm,medium,18.8
4748,42,Västra Götaland,small,11.2
4749,70,Övriga,small,8.5
4750,47,Stockholm,large,105.0
4751,47,Skåne,large,83.4
4752,62,Stockholm,small,9.9
4753,77,Stockholm,small,4.3
4754,68,Skåne,small,10.8
4755,49,Västra Götaland,medium,14.7
4756,63,Övriga,small,2.7
